pmid,year,journal,title,doi,article_group,categories,publication_types,pubmed_url
37051740,2023,Journal of periodontology,Adjunctive effects of photodynamic therapy using indocyanine green in residual pockets during periodontal maintenance therapy: A split-mouth randomized controlled trial.,10.1002/JPER.22-0672,Original Article,非手術治療與抗菌輔助; SPT/SPC 與風險評估; 微生物與宿主生物標記,"Randomized Controlled Trial; Journal Article; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/37051740/
37032448,2023,Journal of periodontology,Identification of immunological bioprocesses involved in peri-implantitis using weighted gene co-expression network analysis.,10.1002/JPER.22-0405,Original Article,植體周圍疾病,"Journal Article; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/37032448/
37016272,2023,Journal of periodontology,A randomized double-blind clinical trial evaluating comparative plaque and gingival health associated with commercially available stannous fluoride-containing dentifrices as compared to a sodium fluoride control dentifrice.,10.1002/JPER.22-0675,Original Article,其他牙周臨床/基礎研究,"Randomized Controlled Trial; Journal Article; Research Support, N.I.H., Extramural; Research Support, U.S. Gov't, Non-P.H.S.; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/37016272/
36960491,2023,Journal of periodontology,Longitudinal changes in subgingival biofilm composition following periodontal treatment.,10.1002/JPER.22-0749,Original Article,非手術治療與抗菌輔助; 微生物與宿主生物標記,"Randomized Controlled Trial; Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/36960491/
36919529,2023,Journal of periodontology,Association between plasma trans fatty acids and chronic periodontitis: Results from a nationally representative cross-sectional survey.,10.1002/JPER.22-0654,Original Article,其他牙周臨床/基礎研究,"Journal Article; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/36919529/
36861468,2023,Journal of periodontology,"Utilization of a periodontal endoscope in nonsurgical periodontal therapy: A randomized, split-mouth clinical trial.",10.1002/JPER.22-0081,Original Article,分類與治療指引; 非手術治療與抗菌輔助,Randomized Controlled Trial; Journal Article,https://pubmed.ncbi.nlm.nih.gov/36861468/
36853808,2023,Journal of periodontology,"Sex effects on gingival transcriptomic patterns during initiation, progression, and resolution of periodontitis.",10.1002/JPER.23-0042,Original Article,微生物與宿主生物標記,"Journal Article; Research Support, N.I.H., Extramural",https://pubmed.ncbi.nlm.nih.gov/36853808/
36800257,2023,Journal of periodontology,Keratinized mucosa width assessment at implant sites using high-frequency ultrasonography.,10.1002/JPER.23-0014,Original Article,植體周圍疾病,"Journal Article; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/36800257/
36799425,2023,Journal of periodontology,Progression of experimental peri-implantitis in guided bone regeneration and pristine bone: A preclinical in vivo study.,10.1002/JPER.22-0586,Original Article,植體周圍疾病; 再生與黏膜牙齦手術; 診斷影像與數位工具,"Journal Article; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/36799425/
36799353,2023,Journal of periodontology,Is clustering accounted for in studies published in periodontology and oral implantology specialty journals?,10.1002/JPER.22-0653,Original Article,其他牙周臨床/基礎研究,Journal Article,https://pubmed.ncbi.nlm.nih.gov/36799353/
36797817,2023,Journal of periodontology,Relationship between supracrestal soft tissue dimensions and other periodontal phenotypic features: A cross-sectional study.,10.1002/JPER.22-0434,Original Article,其他牙周臨床/基礎研究,Journal Article,https://pubmed.ncbi.nlm.nih.gov/36797817/
36748281,2023,Journal of periodontology,Risk factors and longitudinal regenerative outcomes of sinus membrane perforation during lateral window sinus floor elevation: A retrospective analysis up to 9 years.,10.1002/JPER.22-0424,Original Article,再生與黏膜牙齦手術; 全身疾病與危險因子; 診斷影像與數位工具,"Journal Article; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/36748281/
36738270,2023,Journal of periodontology,Association of selective serotonin reuptake inhibitor use with marginal bone level changes around osseointegrated dental implants: A retrospective study.,10.1002/JPER.22-0690,Original Article,植體周圍疾病; 全身疾病與危險因子; 診斷影像與數位工具,Journal Article,https://pubmed.ncbi.nlm.nih.gov/36738270/
36715211,2023,Journal of periodontology,B-cell cytokine responses to Porphyromonas gingivalis in patients with periodontitis and healthy controls.,10.1002/JPER.22-0438,Original Article,分類與治療指引; 微生物與宿主生物標記,"Journal Article; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/36715211/
36688675,2023,Journal of periodontology,Relationship between circulating senescence-associated secretory phenotype levels and severity of type 2 diabetes-associated periodontitis: A cross-sectional study.,10.1002/JPER.22-0445,Original Article,全身疾病與危險因子; 微生物與宿主生物標記,"Journal Article; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/36688675/
37221663,2023,Journal of periodontology,SUNSTAR Innovation Abstracts.,10.1002/JPER.23-0318,Original Article,其他牙周臨床/基礎研究,Journal Article,https://pubmed.ncbi.nlm.nih.gov/37221663/
36799307,2023,Journal of periodontology,Effect of interproximal home oral hygiene on clinical parameters and inflammatory biomarkers in patients receiving periodontal maintenance.,10.1002/JPER.22-0631,Original Article,分類與治療指引; SPT/SPC 與風險評估; 微生物與宿主生物標記,"Randomized Controlled Trial; Journal Article; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/36799307/
36716169,2023,Journal of periodontology,Silibinin alleviates inflammation-induced bone loss by modulating biological interaction between human gingival fibroblasts and monocytes.,10.1002/JPER.22-0535,Original Article,再生與黏膜牙齦手術; 微生物與宿主生物標記,"Journal Article; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/36716169/
36704931,2023,Journal of periodontology,Application of highly ozonated sunflower oil does not improve palatal wound healing: A randomized controlled clinical trial.,10.1002/JPER.22-0693,Original Article,再生與黏膜牙齦手術,Randomized Controlled Trial; Journal Article,https://pubmed.ncbi.nlm.nih.gov/36704931/
36648006,2023,Journal of periodontology,"Clinical, histological, immunohistochemical, and biomolecular analysis of hyaluronic acid in early wound healing of human gingival tissues: A randomized, split-mouth trial.",10.1002/JPER.22-0338,Original Article,微生物與宿主生物標記,"Randomized Controlled Trial; Journal Article; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/36648006/
36645176,2023,Journal of periodontology,Salivary cytokine expression after non-surgical periodontal therapy in smokers: 12-month follow-up.,10.1002/JPER.22-0556,Original Article,非手術治療與抗菌輔助; SPT/SPC 與風險評估; 全身疾病與危險因子; 微生物與宿主生物標記,"Journal Article; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/36645176/
36601897,2023,Journal of periodontology,Salivary macrophage activation-related chemokines and mitogen-activated kinase kinase-degrading proteolytic activity in type 1 diabetes mellitus.,10.1002/JPER.22-0314,Original Article,全身疾病與危險因子; 微生物與宿主生物標記,"Journal Article; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/36601897/
36585920,2023,Journal of periodontology,Impact of peri-implantitis on the proteome biology of crevicular fluid: A pilot study.,10.1002/JPER.22-0461,Original Article,植體周圍疾病; 非手術治療與抗菌輔助; 微生物與宿主生物標記,"Journal Article; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/36585920/
36547974,2023,Journal of periodontology,Comparative analysis of proliferative and multilineage differentiation potential of human periodontal ligament stem cells from maxillary and mandibular molars.,10.1002/JPER.22-0706,Original Article,再生與黏膜牙齦手術,"Journal Article; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/36547974/
36370032,2023,Journal of periodontology,Pattern of grade C molar-incisor pattern periodontitis in families.,10.1002/JPER.22-0317,Original Article,分類與治療指引,"Journal Article; Research Support, N.I.H., Extramural",https://pubmed.ncbi.nlm.nih.gov/36370032/
36740787,2023,Journal of periodontology,Dental implant prognostication: A commentary.,10.1002/JPER.22-0196,Review,SPT/SPC 與風險評估,"Review; Journal Article; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/36740787/
36700464,2023,Journal of periodontology,Risk factors of severe periodontitis in kidney transplant recipients: A case-control study.,10.1002/JPER.22-0351,Original Article,全身疾病與危險因子,Journal Article,https://pubmed.ncbi.nlm.nih.gov/36700464/
36636760,2023,Journal of periodontology,Multiple gingival recessions associated with non-carious cervical lesions treated by partial restoration and modified coronally advanced flap with either connective tissue graft or xenogeneic acellular dermal matrix: A randomized clinical trial.,10.1002/JPER.22-0516,Original Article,再生與黏膜牙齦手術,"Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/36636760/
36627509,2023,Journal of periodontology,Modified free gingival graft technique for treatment of gingival recession defects at mandibular incisors: A randomized clinical trial.,10.1002/JPER.22-0581,Original Article,再生與黏膜牙齦手術,Randomized Controlled Trial; Journal Article,https://pubmed.ncbi.nlm.nih.gov/36627509/
36576085,2023,Journal of periodontology,Interproximal implant thread exposure after initial bone remodeling as a risk indicator for peri-implantitis.,10.1002/JPER.22-0499,Original Article,植體周圍疾病; 全身疾病與危險因子; 診斷影像與數位工具,Journal Article,https://pubmed.ncbi.nlm.nih.gov/36576085/
36566362,2023,Journal of periodontology,Association between depressive mood and chronic periodontitis among senior residents using the National Health Insurance Service-Senior Cohort Database.,10.1002/JPER.22-0460,Original Article,全身疾病與危險因子; 微生物與宿主生物標記; 診斷影像與數位工具,"Journal Article; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/36566362/
36542391,2023,Journal of periodontology,"Influence of Lactobacillus reuteri, Bifidobacterium animalis subsp. lactis, and prebiotic inulin on dysbiotic dental biofilm composition ex vivo.",10.1002/JPER.22-0505,Original Article,非手術治療與抗菌輔助; SPT/SPC 與風險評估; 微生物與宿主生物標記,"Journal Article; Research Support, U.S. Gov't, Non-P.H.S.; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/36542391/
36542371,2023,Journal of periodontology,Comparative analysis of sulfiredoxin and total oxidative stress levels in diabetic individuals with periodontitis: A case-control study.,10.1002/JPER.22-0416,Original Article,分類與治療指引; 全身疾病與危險因子,Journal Article,https://pubmed.ncbi.nlm.nih.gov/36542371/
36433673,2023,Journal of periodontology,Association between total body bone mineral density and periodontitis: A Mendelian randomization study.,10.1002/JPER.22-0249,Original Article,其他牙周臨床/基礎研究,Journal Article,https://pubmed.ncbi.nlm.nih.gov/36433673/
36680314,2023,Journal of periodontology,Molecular characteristics of periodontal health: Collagens: Defining the healthy human gingival collagen transcriptome: Defining the healthy human gingival collagen transcriptome.,10.1002/JPER.22-0415,Original Article,再生與黏膜牙齦手術,Journal Article,https://pubmed.ncbi.nlm.nih.gov/36680314/
36632652,2023,Journal of periodontology,Effect of interleukin-17 on periodontitis development: An instrumental variable analysis.,10.1002/JPER.22-0365,Original Article,其他牙周臨床/基礎研究,Journal Article,https://pubmed.ncbi.nlm.nih.gov/36632652/
36582071,2023,Journal of periodontology,Comparative histological evaluation of intra- and extraorally de-epithelialized connective tissue graft samples harvested from the posterior palate region.,10.1002/JPER.22-0493,Original Article,植體周圍疾病; 再生與黏膜牙齦手術,Journal Article,https://pubmed.ncbi.nlm.nih.gov/36582071/
36565448,2023,Journal of periodontology,Expression of trefoil factor 2 and 3 and adrenomedullin in chronic periodontitis subjects with coronary heart disease.,10.1002/JPER.22-0467,Original Article,微生物與宿主生物標記,Journal Article,https://pubmed.ncbi.nlm.nih.gov/36565448/
36527199,2023,Journal of periodontology,Wound healing after ridge preservation: A randomized controlled trial on short-term (4 months) versus long-term (12 months) histologic outcomes.,10.1002/JPER.22-0187,Original Article,再生與黏膜牙齦手術,"Randomized Controlled Trial; Journal Article; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/36527199/
36504403,2023,Journal of periodontology,Identification of thin and thick gingival phenotypes by two transparency methods: A diagnostic accuracy study.,10.1002/JPER.22-0488,Original Article,其他牙周臨床/基礎研究,Journal Article,https://pubmed.ncbi.nlm.nih.gov/36504403/
36464773,2023,Journal of periodontology,Diagnostic reproducibility of the 2018 Classification of Gingival Recession Defects and Gingival Phenotype: A multicenter inter- and intra-examiner agreement study.,10.1002/JPER.22-0501,Original Article,分類與治療指引; 再生與黏膜牙齦手術; 診斷影像與數位工具,Multicenter Study; Journal Article,https://pubmed.ncbi.nlm.nih.gov/36464773/
36440958,2023,Journal of periodontology,"Serum, saliva, and gingival tissue human β-defensin levels in relation to retinoic acid use.",10.1002/JPER.22-0466,Original Article,非手術治療與抗菌輔助; 全身疾病與危險因子; 微生物與宿主生物標記,Journal Article,https://pubmed.ncbi.nlm.nih.gov/36440958/
36416879,2023,Journal of periodontology,Resolvin D1 modulates periodontal ligament fibroblast function.,10.1002/JPER.22-0462,Original Article,再生與黏膜牙齦手術; 微生物與宿主生物標記,"Journal Article; Research Support, N.I.H., Extramural",https://pubmed.ncbi.nlm.nih.gov/36416879/
36416786,2023,Journal of periodontology,Minimally invasive gingival phenotype modification in gingival recession associated with a non-carious cervical lesion using the root plastique technique: A quasi-experimental one-group pretest-posttest study.,10.1002/JPER.22-0414,Original Article,再生與黏膜牙齦手術,Case Reports; Journal Article,https://pubmed.ncbi.nlm.nih.gov/36416786/
36413341,2023,Journal of periodontology,Radiographic and clinical signs of periodontitis and associated bacterial species in a Swedish adolescent population.,10.1002/JPER.22-0453,Original Article,非手術治療與抗菌輔助; 微生物與宿主生物標記; 診斷影像與數位工具,"Journal Article; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/36413341/
37035982,2023,Journal of periodontology,"Essential domains, core outcome sets, and measurements to capture benefits and harms of implant dentistry interventions: The ID-COSM initiative.",10.1002/JPER.23-0203,Original Article,分類與治療指引,Journal Article,https://pubmed.ncbi.nlm.nih.gov/37035982/
36369979,2023,Journal of periodontology,Spent culture supernatant of Streptococcus gordonii mitigates inflammation of human periodontal cells and inhibits proliferation of pathogenic oral microbes.,10.1002/JPER.22-0333,Original Article,微生物與宿主生物標記,"Journal Article; Research Support, N.I.H., Extramural",https://pubmed.ncbi.nlm.nih.gov/36369979/
36369975,2023,Journal of periodontology,Cyanoacrylate and hyaluronic acid combination on palatal donor site management after de-epithelialized graft harvesting.,10.1002/JPER.22-0409,Original Article,再生與黏膜牙齦手術,Journal Article,https://pubmed.ncbi.nlm.nih.gov/36369975/
36334021,2023,Journal of periodontology,Glucose and lipid metabolism indexes and blood inflammatory biomarkers of patients with severe periodontitis: A cross-sectional study.,10.1002/JPER.22-0282,Original Article,分類與治療指引; 全身疾病與危險因子; 微生物與宿主生物標記,"Journal Article; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/36334021/
36193723,2023,Journal of periodontology,Profiling of bile acids and activated receptor S1PR2 in gingival tissues of periodontitis patients.,10.1002/JPER.22-0398,Original Article,其他牙周臨床/基礎研究,"Journal Article; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/36193723/
36117424,2023,Journal of periodontology,"Periodontal risk score: Initiation and model validation for 6,762 teeth.",10.1002/JPER.22-0273,Original Article,非手術治療與抗菌輔助; SPT/SPC 與風險評估; 全身疾病與危險因子,Journal Article,https://pubmed.ncbi.nlm.nih.gov/36117424/
36085550,2023,Journal of periodontology,Association between subclinical atherosclerosis and oral inflammation: A cross-sectional study.,10.1002/JPER.22-0026,Original Article,植體周圍疾病; 全身疾病與危險因子; 診斷影像與數位工具,"Journal Article; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/36085550/
36031720,2023,Journal of periodontology,D-mannose alleviated alveolar bone loss in mice with experimental periodontitis via regulating the anti-inflammatory effect of amino acids.,10.1002/JPER.22-0294,Original Article,非手術治療與抗菌輔助; 微生物與宿主生物標記,"Journal Article; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/36031720/
36017934,2023,Journal of periodontology,Local simvastatin and inflammation during periodontal mini-flap wound healing: Exploratory results.,10.1002/JPER.22-0297,Original Article,非手術治療與抗菌輔助; SPT/SPC 與風險評估,"Randomized Controlled Trial; Journal Article; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/36017934/
35994367,2023,Journal of periodontology,Effect of maternal true combined endodontic-periodontal lesion on insulin and inflammatory pathway in adult offspring.,10.1002/JPER.22-0139,Original Article,全身疾病與危險因子,"Journal Article; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/35994367/
35989670,2023,Journal of periodontology,Assessing the effect of antihypertensives on plaque microbiota in patients with periodontitis and hypertension using 16S rRNA sequencing: A cross-sectional study.,10.1002/JPER.22-0204,Original Article,非手術治療與抗菌輔助; SPT/SPC 與風險評估; 微生物與宿主生物標記,"Journal Article; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/35989670/
35980316,2023,Journal of periodontology,"Better living through chemistry? A randomized, double-blind controlled study evaluating the efficacy of plaque control and gingival health impacts of a novel stannous fluoride-containing gel.",10.1002/JPER.22-0254,Original Article,其他牙周臨床/基礎研究,"Randomized Controlled Trial; Journal Article; Research Support, Non-U.S. Gov't; Research Support, N.I.H., Extramural; Research Support, U.S. Gov't, Non-P.H.S.",https://pubmed.ncbi.nlm.nih.gov/35980316/
35869939,2023,Journal of periodontology,Microbiological effects of amoxicillin plus metronidazole in the treatment of young patients with Stages III and IV periodontitis: A secondary analysis from a 1-year double-blinded placebo-controlled randomized clinical trial.,10.1002/JPER.21-0171,Original Article,分類與治療指引; 非手術治療與抗菌輔助,"Randomized Controlled Trial; Journal Article; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/35869939/
36403193,2023,Journal of periodontology,Using the BigMouth repository for periodontal medicine: Breaking the chains?,10.1002/JPER.22-0475,Original Article,植體周圍疾病; 全身疾病與危險因子; 診斷影像與數位工具,Journal Article,https://pubmed.ncbi.nlm.nih.gov/36403193/
36399349,2023,Journal of periodontology,Significance of barrier membrane on the reconstructive therapy of peri-implantitis: A randomized controlled trial.,10.1002/JPER.22-0511,Original Article,植體周圍疾病; 再生與黏膜牙齦手術; 診斷影像與數位工具,"Randomized Controlled Trial; Journal Article; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/36399349/
36322996,2023,Journal of periodontology,"Probiotic Lactobacillus rhamnosus EM1107 prevents hyperglycemia, alveolar bone loss, and inflammation in a rat model of diabetes and periodontitis.",10.1002/JPER.22-0262,Original Article,全身疾病與危險因子,Journal Article,https://pubmed.ncbi.nlm.nih.gov/36322996/
36321899,2023,Journal of periodontology,Racial and ethnic disparities in periodontal health among adults seeking dental care in rural North Carolina communities: A retrospective study.,10.1002/JPER.22-0137,Original Article,全身疾病與危險因子,"Journal Article; Research Support, U.S. Gov't, Non-P.H.S.",https://pubmed.ncbi.nlm.nih.gov/36321899/
36321648,2023,Journal of periodontology,"Biofilm formation, its removal, and consequent effect on the osteoblast response to titanium surfaces: A model for re-osseointegration.",10.1002/JPER.22-0142,Original Article,非手術治療與抗菌輔助,"Journal Article; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/36321648/
36245273,2023,Journal of periodontology,Impact of Bifidobacterium animalis subsp. lactis HN019 probiotic in the prevention of periodontitis associated with immunosuppression.,10.1002/JPER.22-0146,Original Article,再生與黏膜牙齦手術,"Journal Article; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/36245273/
36219470,2023,Journal of periodontology,Immune response characterization of primary gingival fibroblasts from Grade C periodontitis patients.,10.1002/JPER.22-0356,Original Article,分類與治療指引; 再生與黏膜牙齦手術; 微生物與宿主生物標記,"Journal Article; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/36219470/
36218191,2023,Journal of periodontology,Characteristics of mesenchymal stem cells from supracrestal gingival connective tissue.,10.1002/JPER.22-0306,Original Article,再生與黏膜牙齦手術,"Journal Article; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/36218191/
36189651,2023,Journal of periodontology,"Clinical effects of the adjunctive use of polynucleotide and hyaluronic acid-based gel in the subgingival re-instrumentation of residual periodontal pockets: A randomized, split-mouth clinical trial.",10.1002/JPER.22-0225,Original Article,再生與黏膜牙齦手術; 非手術治療與抗菌輔助,"Randomized Controlled Trial; Journal Article; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/36189651/
36170000,2023,Journal of periodontology,The effect of Er:YAG laser treatment on biofilm formation on titanium and zirconia disc surfaces.,10.1002/JPER.22-0243,Original Article,分類與治療指引,Journal Article,https://pubmed.ncbi.nlm.nih.gov/36170000/
36111636,2023,Journal of periodontology,Periodontitis prevalence and severity in inflammatory bowel disease: A case-control study.,10.1002/JPER.22-0322,Original Article,全身疾病與危險因子; 診斷影像與數位工具,"Journal Article; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/36111636/
36088655,2023,Journal of periodontology,Fusobacterium nucleatum aggravates ulcerative colitis through promoting gut microbiota dysbiosis and dysmetabolism.,10.1002/JPER.22-0205,Original Article,微生物與宿主生物標記,"Journal Article; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/36088655/
36069212,2023,Journal of periodontology,Effect of non-surgical therapy on plasma C-reactive protein levels in patients with periodontitis: A single arm prospective clinical trial.,10.1002/JPER.22-0231,Original Article,非手術治療與抗菌輔助,Clinical Trial; Journal Article,https://pubmed.ncbi.nlm.nih.gov/36069212/
37163583,2023,Journal of periodontology,The causal effect of life course adiposity on periodontitis: A Mendelian randomization study.,10.1002/JPER.21-0632,Original Article,全身疾病與危險因子,"Journal Article; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/37163583/
36811362,2023,Journal of periodontology,Erratum.,10.1002/jper.10999,Other,其他牙周臨床/基礎研究,Published Erratum,https://pubmed.ncbi.nlm.nih.gov/36811362/
35960608,2023,Journal of periodontology,Serum antibodies to periodontal pathogens are related to allergic symptoms.,10.1002/JPER.22-0346,Original Article,其他牙周臨床/基礎研究,"Journal Article; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/35960608/
35959712,2023,Journal of periodontology,The effect of bone particle size on the histomorphometric and clinical outcomes following lateral ridge augmentation procedures: A randomized double-blinded controlled trial.,10.1002/JPER.22-0212,Original Article,再生與黏膜牙齦手術; 診斷影像與數位工具,"Randomized Controlled Trial; Journal Article; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/35959712/
35942553,2023,Journal of periodontology,"Epidemiological and sociodemographic transitions of severe periodontitis incidence, prevalence, and disability-adjusted life years for 21 world regions and globally from 1990 to 2019: An age-period-cohort analysis.",10.1002/JPER.22-0241,Original Article,全身疾病與危險因子,"Journal Article; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/35942553/
35933589,2023,Journal of periodontology,High prevalence of periodontitis in children and adolescents with type 2 diabetes.,10.1002/JPER.21-0226,Original Article,全身疾病與危險因子; 診斷影像與數位工具,"Journal Article; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/35933589/
35924603,2023,Journal of periodontology,"Flap versus flapless alveolar ridge preservation: A clinical and histological single-blinded, randomized controlled trial.",10.1002/JPER.22-0213,Original Article,再生與黏膜牙齦手術,Randomized Controlled Trial; Journal Article,https://pubmed.ncbi.nlm.nih.gov/35924603/
35912965,2023,Journal of periodontology,Hertwig's epithelial root sheath cells show potential for periodontal complex regeneration.,10.1002/JPER.22-0072,Original Article,再生與黏膜牙齦手術,"Journal Article; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/35912965/
35912930,2023,Journal of periodontology,M2 macrophages with inflammation tropism facilitate cementoblast mineralization.,10.1002/JPER.22-0048,Original Article,再生與黏膜牙齦手術,"Journal Article; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/35912930/
35904229,2023,Journal of periodontology,Soft tissue augmentation with a volume-stable collagen matrix or an autogenous connective tissue graft at implant sites: Five-year results of a randomized controlled trial post implant loading.,10.1002/JPER.22-0226,Original Article,植體周圍疾病; 再生與黏膜牙齦手術; 診斷影像與數位工具,"Randomized Controlled Trial; Journal Article; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/35904229/
35892139,2023,Journal of periodontology,Abaloparatide outperforms teriparatide in protecting against alveolar bone loss in experimental periodontitis.,10.1002/JPER.22-0211,Original Article,其他牙周臨床/基礎研究,"Journal Article; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/35892139/
35869905,2023,Journal of periodontology,Type 1 diabetes mellitus leads to gingivitis and an early compensatory increase in bone remodeling.,10.1002/JPER.22-0192,Original Article,分類與治療指引; 再生與黏膜牙齦手術; 全身疾病與危險因子,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/35869905/
35690993,2023,Journal of periodontology,Probiotic consumption can modify the resilience of periodontal tissues in rats under experimental periodontitis.,10.1002/JPER.21-0555,Original Article,全身疾病與危險因子; 微生物與宿主生物標記,"Journal Article; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/35690993/
35904985,2023,Journal of periodontology,Effect of supragingival plaque control on recurrent periodontitis and clinical stability among individuals under periodontal maintenance therapy: 10-year follow-up.,10.1002/JPER.22-0301,Original Article,SPT/SPC 與風險評估,Journal Article,https://pubmed.ncbi.nlm.nih.gov/35904985/
35856336,2023,Journal of periodontology,"Association between periodontal disease, tooth extraction, and medication-related osteonecrosis of the jaw in women receiving bisphosphonates: A national cohort-based study.",10.1002/JPER.21-0611,Original Article,全身疾病與危險因子,"Journal Article; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/35856336/
35819128,2023,Journal of periodontology,"Baseline interleukin-10, CD163, and tumor necrosis factor-like weak inducer of apoptosis (TWEAK) gingival tissue levels in relation to clinical periodontal treatment outcomes: A 12-week follow-up study.",10.1002/JPER.22-0242,Original Article,分類與治療指引; 非手術治療與抗菌輔助,"Journal Article; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/35819128/
35781714,2023,Journal of periodontology,Retrospective exploratory study of smoking status and e-cigarette use with response to non-surgical periodontal therapy.,10.1002/JPER.21-0702,Original Article,非手術治療與抗菌輔助; 全身疾病與危險因子,Journal Article,https://pubmed.ncbi.nlm.nih.gov/35781714/
35771077,2023,Journal of periodontology,Antibody response to BNT162b2 mRNA vaccine in gingival crevicular fluid.,10.1002/JPER.22-0152,Original Article,微生物與宿主生物標記,"Journal Article; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/35771077/
35754198,2023,Journal of periodontology,Patient-reported outcomes of palatal donor site healing using four different wound dressing modalities following free epithelialized mucosal grafts: A four-arm randomized controlled clinical trial.,10.1002/JPER.22-0172,Original Article,再生與黏膜牙齦手術,Randomized Controlled Trial; Journal Article,https://pubmed.ncbi.nlm.nih.gov/35754198/
35716397,2023,Journal of periodontology,"Proportional relationship between periodontal inflamed surface area, clinical attachment loss, and glycated hemoglobin level in patients with type 2 diabetes mellitus on insulin therapy and on oral antidiabetic therapy.",10.1002/JPER.22-0085,Original Article,全身疾病與危險因子,"Journal Article; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/35716397/
35712915,2023,Journal of periodontology,"Regulation of gingival keratinocyte monocyte chemoattractant protein-1-induced protein (MCPIP)-1 and mucosa-associated lymphoid tissue lymphoma translocation protein (MALT)-1 expressions by periodontal bacteria, lipopolysaccharide, and interleukin-1β.",10.1002/JPER.22-0093,Original Article,分類與治療指引; 微生物與宿主生物標記,"Journal Article; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/35712915/
